GEOID,car_access,transit_access,ratio
36029014604,315065,1685,0.005348102772443781
36029016700,469398,4492,0.009569704174282805
36029006901,454088,10779,0.023737689610824335
36029009402,473849,3411,0.007198495723321143
36063021300,104038,3120,0.02998904246525308
36029012901,412688,3904,0.009459930989028031
36029011100,464985,3813,0.008200264524662085
36063024101,19910,233,0.011702661978905073
36029010002,443140,2271,0.005124791262355012
36029015401,96745,524,0.00541630058400951
36029014400,436011,3009,0.00690120203389364
36063023700,229410,4059,0.017693213024715576
36029004900,448592,6213,0.013850001783357706
36029011500,445342,1581,0.0035500806122036547
36029001600,440113,2783,0.006323376042061925
36063022902,363761,442,0.0012150835301200514
36029007700,437008,1374,0.003144107201698825
36029009116,451352,700,0.0015508959747602758
36029016300,451830,2421,0.00535820994621871
36029007800,419845,1069,0.002546177756076647
36029009010,262764,1215,0.004623921085080148
36029015302,99199,403,0.004062540953033801
36029005000,457475,6116,0.013369036559374829
36029009900,462201,644,0.0013933332035196808
36029008201,483480,5088,0.010523703152146935
36029003901,464120,6322,0.013621477204171334
36029009107,437773,9214,0.021047437827367153
36063020700,102110,1371,0.013426696699637645
36063020300,116653,1059,0.00907820630416706
36029005802,461847,5616,0.012159871126152168
36029002800,451874,616,0.0013632118687952836
36029014601,453577,4630,0.010207748629229437
36029009502,478377,3372,0.007048833869521319
36063020100,79304,561,0.007074044184404317
36029003302,454159,11142,0.02453325817610132
36029010003,469544,1532,0.003262740020104612
36029009008,443851,6953,0.01566516691412208
36029016200,376178,1820,0.004838135138152683
36029016100,9213,1278,0.13871703028329535
36029004402,474312,4929,0.010391893943227242
36063021100,115164,6602,0.057326942447292556
36029011700,445073,2743,0.006163033929265536
36063020200,70472,593,0.008414689522079691
36029004300,471385,8020,0.017013693689871337
36029000900,441857,6777,0.015337541331245177
36029002300,460883,3137,0.006806499697320144
36029006501,458558,8789,0.019166604878772153
36029002702,452528,37538,0.08295177314994873
36063022000,160888,1318,0.008192034210133758
36029008101,463416,3740,0.008070502529045178
36063022100,177456,3055,0.017215535118564603
36063022300,183050,2793,0.015258126195028681
36029007202,419361,6688,0.015948073378306518
36029011400,438539,1174,0.0026770709104549425
36063020600,82833,2655,0.032052442866973306
36029007903,465371,3417,0.007342528864067594
36029005100,442725,5604,0.012657970523462646
36029014300,428489,797,0.0018600244113617852
36029014501,442894,3675,0.0082976965142901
36029003000,445297,1802,0.004046737346085871
36029001100,450089,1498,0.0033282306388292093
36063024102,5226,553,0.10581706850363566
36029005201,461701,5462,0.011830167142804542
36029012300,410048,1820,0.004438504760418293
36029013002,266560,3016,0.01131452581032413
36029017000,452845,5206,0.011496207311552518
36029010500,468202,688,0.0014694512197726622
36029001500,440022,20704,0.04705219284490321
36029014102,379217,2388,0.0062971860438746155
36029008102,455110,5790,0.012722199028806223
36029003700,448347,5235,0.011676223996145842
36029015101,36993,279,0.007541967399237693
36029004700,468791,9664,0.020614730231595744
36029008800,452797,3888,0.008586629328374526
36029003800,461066,1914,0.0041512494957338
36063020400,92318,1837,0.01989861132173574
36029014904,173552,4987,0.028734903659998156
36029006701,445976,15348,0.0344144079502036
36029009006,434545,6896,0.015869472666812413
36029010201,468929,1619,0.0034525482535735686
36029012502,395102,351,8.883781909481603e-4
36063021000,105776,1342,0.012687188019966721
36063023500,152267,943,0.006193068754227771
36029008500,448243,4477,0.009987886035030107
36029013900,229941,1106,0.004809929503655285
36029010600,452592,3186,0.00703945275214763
36029014207,431108,2525,0.005857001029904339
36029004601,466161,7529,0.016151072269022935
36029006601,454980,11117,0.024434041056749747
36029006702,453726,55548,0.12242631015194193
36029003301,449969,2313,0.00514035411328336
36063022500,228957,575,0.0025113886013530926
36029010901,456480,2778,0.006085699263932702
36029000600,412900,5452,0.0132041656575442
36029015001,92550,1890,0.020421393841166938
36029015003,26057,988,0.037916874544268335
36029990000,302143,110,3.64066021718193e-4
36029012400,385339,1811,0.004699757875532972
36029009112,455310,7001,0.015376337001164041
36029008001,470395,3023,0.006426513887264959
36029010805,442796,1013,0.002287735209893495
36029001900,470974,3651,0.007752020281374343
36063020900,76728,4655,0.060668856219372326
36029007904,479097,4379,0.00914011150142873
36029017501,11527,1151,0.09985252017003557
36029015504,15247,153,0.010034760936577687
36029001000,446836,5708,0.012774261697804117
36029001402,437987,51990,0.11870215326025658
36029006100,440175,6920,0.01572102004884421
36029009301,470332,2886,0.006136091101604824
36029004500,454964,7854,0.017262904317704258
36029009007,350887,2066,0.00588793543220467
36029009106,188289,425,0.002257168501611884
36029014801,115587,1839,0.015910093695657816
36029006902,459406,31960,0.06956809445240159
36029005801,443747,1924,0.0043358039603648025
36063023200,417960,2244,0.005368934826299168
36063024600,327708,1427,0.004354486310984169
36029017200,462255,4086,0.008839277022422688
36029007901,434492,445,0.0010241845649632214
36029009115,440917,1060,0.002404080586595663
36029015301,75163,991,0.013184678631773613
36029940100,11212,0,0
36029004001,459654,8076,0.01756973723713924
36029012800,396194,1118,0.002821849901815777
36063024001,20767,1007,0.0484903934126258
36063024302,19523,215,0.011012651744096706
36029011000,466978,2553,0.005467066971035038
36063022711,243027,3501,0.014405806762211606
36029007600,469105,3995,0.008516217051619573
36063022804,399688,2125,0.005316646984648026
36029007304,34829,1607,0.04613971116024003
36029013101,265678,1493,0.005619584609941357
36029002400,443503,1556,0.003508431735523773
36029005500,471338,8767,0.018600240167353364
36029011300,445988,1426,0.0031973954456173707
36029003500,446252,2800,0.006274481682995259
36029014901,125801,1219,0.00968990707546045
36029008300,424248,5472,0.012898116196187135
36029017100,461003,8717,0.01890877065875927
36063024501,26733,174,0.006508809336774773
36029010808,434155,3259,0.00750653568426023
36029015900,39623,3062,0.07727834843399035
36029009109,476928,1501,0.0031472255770263018
36029009401,482198,3486,0.007229395393593503
36029010400,471058,7241,0.015371780120494716
36029004401,475005,6185,0.013020915569309796
36029011800,413432,536,0.0012964647148745137
36029006201,436024,6276,0.014393703098911987
36063024301,14814,511,0.03449439719184555
36029004602,476932,10423,0.02185426853304035
36029002900,448862,1985,0.004422294602795514
36029010102,475035,3850,0.008104665971981012
36029000200,439917,5659,0.01286379021497237
36063023800,194478,2801,0.014402657369985293
36063022702,245467,1855,0.007557023958413962
36063022601,123583,1105,0.00894135924844032
36029006602,455713,40627,0.08915040826133992
36029008700,449711,4870,0.010829176960314513
36029012002,409526,3007,0.0073426351440445785
36029013001,348919,2897,0.008302786606633632
36029009200,486120,12342,0.025388792890644284
36029014903,163507,2806,0.01716134477422985
36029016800,457075,34950,0.07646447519553684
36029010001,419485,8313,0.01981715675173129
36029001700,455669,3509,0.007700765248458859
36029015501,41319,219,0.0053002250780512595
36029013701,377151,11088,0.029399365240977752
36029013501,221078,2260,0.010222636354589783
36063024405,21942,1462,0.06663020690912405
36029009104,472178,2362,0.005002350808381585
36029014803,86797,1538,0.01771950643455419
36029008002,453029,4397,0.009705780424652727
36029005400,464552,7096,0.015274931546952763
36029015402,41610,2540,0.061043018505167024
36029006301,450209,8451,0.018771281782461034
36029007000,431273,4930,0.011431274390003549
36029007101,459974,33628,0.07310848004452425
36029014701,159173,1171,0.007356775332499859
36029008003,460923,3232,0.007012017191591654
36029005900,474940,6681,0.014067040047163852
36063024303,100102,1339,0.013376356116760904
36063023402,69275,346,0.004994586791771924
36063021400,115905,2198,0.018963806565721927
36063023100,431751,2244,0.005197440191221329
36063023902,168734,1273,0.007544419026396577
36063024401,70447,1480,0.021008701577072124
36063024002,24851,452,0.018188402881171784
36063024201,32056,1604,0.05003743448964312
36029016500,466569,63896,0.13694866139842124
36029016400,455818,23201,0.050899701196530193
36029015600,38592,411,0.010649875621890547
